,siren,year,type,title,n_patents
70,479162695,2010.0,,ELECTROMECHANICAL ACTUATORS AND THE PROTECTION OF THE ELECTRONIC CONTROL CIRCUITS OF THESE ACTUATORS IN HARSH ENVIRONMENTS,2.0
71,479162695,2010.0,,SYSTEM COMPRISING A VALVE AND AN ELECTROMAGNETIC ACTUATOR FOR MOVING THIS VALVE,2.0
72,479162695,2010.0,,"Ignition coil for internal combustion engine of motor vehicle, has magnetic circuit including C-shaped part provided with three straight sections, where magnet is arranged in flared part of second straight section",1.0
73,479162695,2010.0,,SYSTEM FOR RECUPERATING ELECTRICAL ENERGY IN A MOTOR VEHICLE,2.0
74,479162695,2011.0,,"Ignition coil for use in e.g. pencil coil system utilized for spark plug of spark-ignition engine of vehicle, has body that is made of dielectric material, is molded on primary winding and secondary winding, and forms casing of coil",1.0
75,479162695,2011.0,,"Ignition coil for use in e.g. pencil coil system of spark plug of spark ignition engine in vehicle, has body made of dielectric material containing glass fibers and molded on primary winding, and secondary winding that is rolled up on body",1.0
76,479162695,2011.0,,"Method for managing energy stored in battery of hybrid car, involves correcting initial driving operation profile from collected information to provide profile of corrected driving operation of vehicle to optimize energy balance of vehicle",1.0
77,479162695,2011.0,,"Device for charging storage unit i.e. rechargeable high voltage battery, for electric vehicle, has power factor correction module connected to connection terminals and power supply during charging phase of storage unit",1.0
78,479162695,2011.0,,"Insulated molded leadframe component module and printed circuit board assembly for electric car, has connecting tab designed in such way that tab end to be brought in contact with pin of pad takes position within range of field positions",1.0
79,479162695,2011.0,,"Method for controlling electric motor drive device of engine, involves controlling amplitude of voltage supplied by direct current-direct current converter according to one of parameter representing speed of operation of engine",1.0
80,479162695,2011.0,,"Actuating unit for controlling disconnection of inlet valve from spark-ignition engine, has valve provided with ends, and actuator for controlling transition of transmission element from connected position to disconnected position",1.0
81,479162695,2011.0,,"Electrical device for supply system of three-phase electric machine used to drive e.g. hybrid car, has supply circuit including transmission unit for transmitting data signal from low voltage circuit to high voltage circuit",1.0
82,479162695,2011.0,,"Electronic circuit for use in control module of electrical motor that is utilized for electric car, has busbar positioned between power module and electronic card, and pins whose connecting element is located on busbar",1.0
83,479162695,2011.0,,"Electronic power module for use in electric car, has sensor for measuring current flowing through electronic power module to electronic board to perform controlling of board, where sensor is housed in housing of power module",1.0
84,479162695,2011.0,,"Regulation valve for fluid circulation channel of exhaust gas recirculation system of internal combustion engine of vehicle, has vent channel opening into connecting pipe between upper and lower joints to set atmospheric pressure in pipe",1.0
85,479162695,2011.0,,"Device for forming electronic board for e.g. battery charger, has sliding portion placed between isolated metal substrate and interior space to allow heat transfer of electronic component toward coolant",1.0
86,479162695,2010.0,,METHOD AND DEVICE FOR DETERMINING THE FLOW RATE OF AIR ENTERING THE INTAKE MANIFOLD OF AN INTERNAL COMBUSTION ENGINE,3.0
87,479162695,2011.0,,"Multicylinder i.e. four cylinder, heat engine for vehicle, has activation/deactivation system to activate/deactivate cylinder, and exhaust gas recirculation conduit comprising cooling conduit to exchange heat of gases with coolant of engine",1.0
88,479162695,2011.0,,"Device for receiving e.g. power component to ensure control function of engine of car, has conduit for receiving cooling fluid, where conduit has portion arranged in recess formed in interior of body, and portion is adhered to body",1.0
89,479162695,2011.0,,"System for actuating valve of combustion engine utilized for driving car, has pawl comprising portion with two regions that support on respective thrusts, and locking element comprising movable- and rotatable parts for securing thrusts",1.0
90,479162695,2011.0,,"Displacement adjustment system for e.g. intake valve of vehicle's four stroke internal combustion engine, has stop support whose displacement is adjusted based on preset races by selective linking of support with jacket and internal element",1.0
91,479162695,2011.0,,"Disconnection stop for actuation of e.g. inlet valve of thermal engine of vehicle, has thrust, element and transmission system arranged such that longitudinal axis presents portion along which portion of thrust and portion of element extend",1.0
92,479162695,2011.0,,"Electromagnetic device for use in electromagnetic actuator utilized for controlling e.g. injector, in car, has principal magnetic circuit, and secondary magnetic circuit allowing increase of leak inductance of coils",1.0
93,479162695,2011.0,,"Electronic circuit for use in electric device to measure terminal voltage of e.g. batteries, has capacitor, where certain ratio is determined such that voltage across capacitor varies linearly according to time during charging capacitor",1.0
94,479162695,2011.0,,"Method for injecting fuel into cylinder of e.g. four-stroke engine by operating cycle in vehicle, involves injecting addition petrol during combustion of air mixture/petrol in periodical manner after specified number of operating cycles",1.0
95,479162695,2011.0,,"Method for controlling output current of e.g. boost converter by pulse-width modulation of switch, involves keeping switch closed for duration when output current is equal to reference current, and opening switch when duration is elapsed",1.0
96,479162695,2011.0,,"Control device for linear actuator, has control unit receiving instructions for controlling actuator, and driving control unit and control unit that are physically remote from each other",1.0
97,479162695,2010.0,,DEVICE AND METHOD OF DC/DC CONVERSION IN THE ON BOARD NETWORK OF A VEHICLE,4.0
98,479162695,2010.0,,DEVICE FOR ACTUATING AT LEAST ONE VALUE USING AN ELECTROMAGNETIC ACTUATOR,2.0
99,479162695,2012.0,,"Butted disconnecting element for actuating e.g. exhaust valve of cylinder of e.g. thermal engine for vehicle, has circular groove formed in transmission system along longitudinal axis and configured to cooperate with latch",1.0
100,479162695,2011.0,,"Electric connector i.e. multi-pin connector for connecting external electric power distribution device fixed in housing of internal combustion engine, has drivers to establish electric connection between outer part and electrical conductors",1.0
101,479162695,2011.0,,"Structure for bearing e.g. field effect metal-oxide-semiconductor transistor used to form inverter of inverter/charger circuit of hybrid vehicle, has support interposed between radiator and face of printed circuit board",1.0
102,479162695,2011.0,,Electronic circuit with double insulating layer and method for manufacturing same,2.0
103,479162695,2011.0,,METHOD OF CONTROLLING AN ELECTRIC MOTOR AND CORRESPONDING ELECTRIC DEVICE,2.0
104,479162695,2011.0,,METHOD FOR CONTROLLING A VOLTAGE INVERTER AND ASSOCIATED DEVICE,3.0
105,479162695,2012.0,,"System for actuating valve of combustion engine, has rod locking abutment in receiving direction on solid portion of rod, and in another angular position of rod, where rod unlatches abutment by receiving rod in one of recesses",1.0
106,479162695,2011.0,,Electronic power module with integrated capacitance,3.0
107,479162695,2012.0,,"Method for determining recirculation level of exhaust gases supplied to internal combustion engine of car, involves calculating recirculation level in compressor output from mass throughputs of compressor, fresh air or recirculated gases",1.0
108,479162695,2012.0,,"Engine control valve e.g. exhaust gas recirculation valve, for vehicle, has rotation axle emerged in pipe in form of elongated rod, where emerging part of axle is in contact with sealing flap over length lower than or equal to flap radius",1.0
109,479162695,2012.0,,"Locking device for immobilizing portions of transmission system of movement of cam to e.g. exhaust valve, of vehicle internal combustion engine, has latch and pin surfaces configured to realize flat/sphere contact between pin and latch",1.0
110,479162695,2012.0,,"Locking device for connecting valve stem and push rod of transmission system of cam movement to e.g. intake valve, of vehicle internal combustion engine, has pin moved to position under magnetic field effect, and spring opposing movement",1.0
111,479162695,2012.0,,"Locking device for valve actuating stem and push rod of transmission system of movement of cam to e.g. intake valve, of internal combustion engine of vehicle, has pin moved toward or from position under magnetic field effect",1.0
112,479162695,2011.0,,TARGET FOR A MAGNETIC POSITION SENSOR,2.0
113,479162695,2012.0,,"Actuating device for actuating valve e.g. exhaust valve, of thermal engine of vehicle, has lever arm cooperating with actuating rod and valve, where longitudinal axis of rod and longitudinal axis of valve are offset",1.0
114,479162695,2011.0,,DEVICE FOR ACTUATING A VALVE OF AN INTERNAL COMBUSTION ENGINE,5.0
115,479162695,2011.0,,Fluid circulation valve having an axial return spring,9.0
116,479162695,2012.0,,"Air injection system for exhaust circuit of vehicle thermal engine, has intake circuit including compressor, where compressed air by compressor is conveyed upstream of catalyst by injection pipe that connects circuit to exhaust circuit",1.0
117,479162695,2012.0,,"Plate for assembling electromagnetic actuator of disconnection module of valve actuation system in cylinder head of combustion engine, has housings partially receiving electromagnetic actuator to determine valve lift realized by rocker arm",1.0
118,479162695,2011.0,,DISTRIBUTOR HAVING TWO CHANNELS WITH DISTRIBUTION VIA EACH CHANNEL,8.0
119,479162695,2011.0,,"ELECTRICAL CONNECTION DEVICE, ASSEMBLY INCLUDING SUCH A DEVICE AND AN ELECTRONIC BOARD, AND METHOD FOR ELECTRICALLY CONNECTING AN ELECTRONIC BOARD",9.0
120,479162695,2012.0,,"Electric compressor housing including a dissipating device, and compressor comprising such a housing",5.0
121,479162695,2011.0,,"ELECTRICAL NETWORK FOR A VEHICLE, HAVING AT LEAST ONE COMPONENT THAT CAN BE ACTIVATED",7.0
122,479162695,2012.0,,"FLUID FLOW VALVE, PARTICULARLY FOR A MOTOR VEHICLE, AND A TEMPERATURE REGULATION DEVICE INCLUDING ONE SUCH VALVE",7.0
123,479162695,2012.0,,ABSORPTION CIRCUIT FOR ABSORBING A POWER RIPPLE AND ASSOCIATED METHOD,5.0
124,479162695,2012.0,,"Fluid flow valve i.e. exhaust gas recirculation valve for diesel engine of car, has control shaft for controlling flap for closing conduit, and drive element for rotating control shaft, where drive element is molded onto control shaft",1.0
125,479162695,2012.0,,ENGINE CONTROL VALVE WITH IMPROVED SEALING,8.0
126,479162695,2012.0,,ENGINE CONTROL VALVE WITH IMPROVED OPERATION,8.0
127,479162695,2012.0,,ENGINE-CONTROL VALVE HAVING IMPROVED OPERATION,7.0
128,479162695,2011.0,,"POWER UNIT FOR AN ELECTRIC VEHICLE INVERTER, INVERTER AND ELECTRIC VEHICLE INCLUDING SAID UNIT",5.0
129,479162695,2012.0,,"Heating device for heating petrol combustion engine of e.g. purely thermal-driven car, has reaction fluid tank connected to reaction fluid inlet, regeneration circuit for regenerating reagent, and heat exchanger connected to fluid outlet",1.0
130,479162695,2011.0,,METHOD FOR CONTROLLING AN ELECTROMAGNETIC VALVE ACTUATOR AND CORRESPONDING CONTROL DEVICE,3.0
131,479162695,2012.0,,ELECTROMAGNETIC ACTUATOR COMPRISING PERMANENT MAGNETS,2.0
132,479162695,2012.0,,"SYSTEM FOR DRIVING AT LEAST ONE COMPRESSOR, NOTABLY A COMBUSTION ENGINE SUPERCHARGER COMPRESSOR",6.0
133,479162695,2011.0,,FLUID-CIRCULATION VALVE HAVING A MOBILE FLAP,4.0
134,479162695,2012.0,,TWO-WAY METERING DEVICE AND APPLICATIONS OF SAID METERING DEVICE,7.0
135,479162695,2012.0,,"METHOD FOR CONTROLLING A VOLTAGE INVERTER, AND RELATED DEVICE",3.0
136,479162695,2011.0,,SYSTEM FOR TRANSMITTING MOVEMENT FROM A CAM TO AT LEAST ONE VALVE,3.0
137,479162695,2011.0,,MEMBER FOR PRESSING A COMPONENT FIRMLY AGAINST A SURFACE,5.0
138,479162695,2012.0,,METHOD FOR CONTROLLING A REVERSIBLE DC-DC VOLTAGE CONVERTER,2.0
139,479162695,2011.0,,METHOD OF EXCHANGING ELECTRICAL ENERGY BETWEEN AN ELECTRICAL NETWORK CONVEYING A DC OR AC ELECTRICAL QUANTITY AND AN ELECTRICAL ENERGY STORAGE UNIT FOR HYBRID OR ELECTRIC VEHICLE,6.0
140,479162695,2012.0,,ASSEMBLY COMPRISING A HEAT ENGINE AND AN ELECTRIC COMPRESSOR,8.0
141,479162695,2012.0,,"Method for determining operational character of e.g. current measurement unit, that is utilized in electrical circuit, involves comparing magnitude values to determine if one of measurement units is operational",1.0
142,479162695,2012.0,,"Brazing an electronic component on portion of bus bar of electronic module, by disposing filler material on face of portion of bus bar, disposing component on filler material, and contacting electrodes with bar to flow current in material",1.0
143,479162695,2012.0,,"DEVICE FOR HEATING AT LEAST ONE COMPONENT, IN PARTICULAR AN INTERNAL COMBUSTION ENGINE OF A VEHICLE",5.0
144,479162695,2012.0,,BODY FOR PRESSING A PART AGAINST A SURFACE,3.0
145,479162695,2011.0,,"ELECTRICAL CIRCUIT, IN PARTICULAR FOR DISTINGUISHING THE PHASE AND THE NEUTRAL OF A SINGLE-PHASE SIGNAL",2.0
146,479162695,2012.0,,METHOD FOR DISCHARGING AT LEAST ONE CAPACITOR OF AN ELECTRIC CIRCUIT,7.0
147,479162695,2012.0,,METHOD FOR CONTROLLING AN ELECTRIC DRIVE TRAIN OF A VEHICLE,3.0
148,479162695,2012.0,,ELECTRICAL CIRCUIT FOR THE EXCITATION OF AT LEAST ONE ELECTROMAGNET,4.0
149,479162695,2012.0,,"FLUID FLOW VALVE, ESPECIALLY FOR RECIRCULATED EXHAUST GAS",7.0
150,479162695,2011.0,,Method and circuit arrangement for reducing common mode current,4.0
151,479162695,2011.0,,METHOD FOR COMMUNICATING BETWEEN AT LEAST ONE FIRST SYSTEM AND AT LEAST ONE SECOND SYSTEM,8.0
152,479162695,2011.0,,"CIRCULATION VALVE FOR THE EXHAUST GASES OF AN ENGINE, IN PARTICULAR A MOTOR VEHICLE ENGINE",7.0
153,479162695,2011.0,,MODULE FOR SUPPLYING GAS TO A MOTOR VEHICLE ENGINE,7.0
154,479162695,2011.0,,MODULE FOR SUPPLYING GAS TO A MOTOR VEHICLE,7.0
155,479162695,2011.0,,POWER MODULE AND ELECTRIC DEVICE FOR THE COMBINED POWERING AND CHARGING OF AN ACCUMULATOR AND A MOTOR RESPECTIVELY,7.0
156,479162695,2011.0,,GAS INTAKE SYSTEM FOR A VEHICLE ENGINE,7.0
157,479162695,2011.0,,METHOD FOR ASSEMBLING AN AIR CONTROL VALVE,7.0
158,479162695,2012.0,,"Engine control valve e.g. exhaust gas recirculation valve, for vehicle, has conduit for passage of gas, and flap provided with two parallel faces, where dimensions of faces are strictly lower than inner cross-section of conduit",1.0
159,479162695,2012.0,,"Electric circuit for use in inverter of electric compressor, has metal substrate comprising non-embedded part on which dielectric material layer is absent, where part is connected to terminal of electric component by fusion of material",1.0
160,479162695,2012.0,,ELECTRICAL DEVICE AND ELECTRICAL COMPRESSOR,5.0
161,479162695,2012.0,,"Electrical circuit for use in inverter in electric compressor, has metal substrate, and metal base plate presenting barb that is inserted in perforation, where barb is allowed to come into contact with metal substrate",1.0
162,479162695,2012.0,,"Assembly for disengageable transmission of movement of cam in car, has mobile unit ready to be moved by cam, and latch moved such that transmission system passes from one configuration to another configuration or reciprocally",1.0
163,479162695,2012.0,,ENGINE CONTROL VALVE WITH IMPROVED SEALING,7.0
164,479162695,2010.0,,METHOD OF SUPPLYING A PETROL ENGINE IN SUPERCHARGED MODE AND ASSOCIATED DEVICE,2.0
165,479162695,2010.0,,MOTOR VEHICLE ELECTRICAL CIRCUIT PROVIDED WITH A SELF-CONTAINED RECTIFIER,2.0
166,479162695,2010.0,,Method of controlling a multiphase interleaving ZVS DC-DC converter,8.0
167,479162695,2010.0,,FLUID VALVE,9.0
168,479162695,2010.0,,CIRCUIT FOR CONTROLLING THE CURRENT IN AN ELECTRICAL CONTROL UNIT OR THE VOLTAGE ON THE TERMINALS OF SAID ELECTRICAL CONTROL UNIT,3.0
169,479162695,2010.0,,FLUID VALVE,8.0
170,479162695,2010.0,,FLUID VALVE,8.0
171,479162695,2010.0,,FLUID VALVE,9.0
172,479162695,2010.0,,"Electrical circuit for providing electric propulsion energy to onboard of e.g. entirely electric propulsion vehicle, has inductive elements coupled such that elements forming magnetic circuit are controlled based on differential mode",1.0
173,479162695,2010.0,,Device for loading accumulation resources,7.0
174,479162695,2010.0,,"Method for controlling switching arm switches, in particular for loading accumulation resources, and the corresponding loading device",8.0
175,479162695,2010.0,,Electronic module for vehicle,7.0
176,479162695,2010.0,,"Electrical equipment for use under engine cowl of automobile, has box including electronic circuit provided with conductive strip having parts that are overlapped in box surface electrically insulated from remaining portion of box",1.0
177,479162695,2010.0,,ELECTROMAGNETIC ACTUATOR COMPRISING AN IMPROVED COVER,2.0
178,479162695,2010.0,,ELECTRICAL CONNECTOR FOR A MOTOR VEHICLE,2.0
179,479162695,2010.0,,DEVICE FOR CONNECTING AN ELECTRONIC CARD TO A PLURALITY OF COMPONENTS,2.0
180,479162695,2010.0,,"ASSEMBLY COMPRISING AN ELECTRONIC CIRCUIT WAFER AND A MEMBER SUPPORTING SAID WAFER, AND A METHOD FOR ASSEMBLING SAME",3.0
181,479162695,2012.0,,"Method for assembling connection pin with electronic board for electric car, involves depositing electrically conducting adhesive in metalized through-hole of electronic board, and inserting connection pin in through-hole",1.0
182,479162695,2012.0,,"VALVE, IN PARTICULAR FOR A COMBUSTION ENGINE",7.0
183,479162695,2012.0,,METHOD FOR GROUNDING AN ELECTRICAL COMPONENT,7.0
184,479162695,2011.0,,CONTROL VALVE FOR AN INTERNAL COMBUSTION ENGINE EXHAUST GAS RECIRCULATION SYSTEM,7.0
185,479162695,2011.0,,STACKED-PLATE HEAT EXCHANGER INCLUDING A COLLECTOR,8.0
186,479162695,2012.0,,"DEVICE FOR ACTUATING ONE OR MORE MOVING PARTS, NOTABLY FOR A MOTOR VEHICLE TURBOCHARGER",7.0
187,479162695,2012.0,,"VALVE, NOTABLY FOR COMBUSTION ENGINE AIR CIRCUIT",4.0
188,479162695,2012.0,,"Valve i.e. three-way valve, for air circuit of e.g. car's petrol engine, has flap whose portion includes outer surface with beveled edge, and main or auxiliary duct whose wall includes portion with complementary beveled edge",1.0
189,479162695,2011.0,,SECURED DOUBLE-CHANNEL DOSING DEVICE FOR AUTOMOBILE ENGINE,7.0
190,479162695,2012.0,,"Power supply circuit for feeding control circuit utilized for controlling motor of electric vehicle, has diode connected by terminal to base of transistor, and resistor connected by terminal to emitter of transistor and by ground",1.0
191,479162695,2012.0,,"Linear electromagnetic actuator for controlling opening and closing of e.g. motor vehicle's exhaust gas recirculation valve, has air-gap area provided between cylinder head and moving part and located outside internal volume defined by coil",1.0
192,479162695,2011.0,,VALVE FOR A GAS FLOW CIRCUIT IN A VEHICLE,7.0
193,479162695,2011.0,,THERMALLY CONDUCTIVE AND ELECTRICALLY INSULATING LINK BETWEEN AT LEAST ONE ELECTRONIC COMPONENT AND A COMPLETELY OR PARTIALLY METAL RADIATOR,8.0
194,479162695,2011.0,,DISTRIBUTOR HAVING TWO CHANNELS AND A SINGLE MOTOR OPERATING IN A SINGLE DIRECTION,7.0
195,479162695,2012.0,,"Galvanically insulated reversible direct current-direct current voltage converter i.e. flyback converter, for use on e.g. electric vehicle, has low voltage circuit whose secondary winding is magnetically coupled with primary winding",1.0
196,479162695,2012.0,,METHOD FOR STARTING A HYBRID VEHICLE COMPRISING AN ELECTRIC MOTOR AND A COMBUSTION ENGINE,4.0
197,479162695,2012.0,,METHOD FOR MANAGING THE SPEED OF A HYBRID VEHICLE,4.0
198,479162695,2012.0,,METHOD FOR CUTTING OFF AN ELECTRIC MOTOR OF A HYBRID VEHICLE,4.0
199,479162695,2012.0,,HOUSING INCLUDING A SEALED HEADING,5.0
200,479162695,2012.0,,"Pump i.e. high pressure pump for use as injector to inject e.g. petrol, into combustion chamber of heat engine in automobile field, has transmission system transmitting movement of cams to piston and varying value of cubic capacity of pump",1.0
201,479162695,2012.0,,METHOD AND DEVICE FOR MEASURING AN ISOLATED VOLTAGE,2.0
202,479162695,2012.0,,"Three-way valve for air circuit of e.g. petrol engine, utilized for propulsion of vehicle i.e. car, has flap including portion to seal whole or part of auxiliary pipe when flap is in one position, where portion of flap is centered on axis",1.0
203,479162695,2012.0,,VALVE WITH TWO FLAPS PLACED SERIALLY AND ACTUATED BY A MOTOR,7.0
204,479162695,2012.0,,"Method for discharging electrical energy storage unit e.g. condenser of electrical circuit in electric vehicle, involves performing short circuit between positive and negative conductors to enable discharge current to flow",1.0
205,479162695,2012.0,,"HEAT EXCHANGER, IN PARTICULAR FOR A VEHICLE COMPRISING A HEAT ENGINE",7.0
206,479162695,2012.0,,"VALVE, PARTICULARLY AN EXHAUST GAS RECIRCULATION VALVE",8.0
207,479162695,2012.0,,FLUID CIRCULATION VALVE,7.0
208,479162695,2012.0,,FLUID CIRCULATION VALVE,7.0
209,479162695,2012.0,,CHARGE TRANSFER METHOD AND RELATED ELECTRIC DEVICE,5.0
210,479162695,2013.0,,SYSTEM FOR SUPERCHARGING THE INTAKE GASES AND FOR RECIRCULATING THE EXHAUST GASES OF AN ENGINE AND ASSOCIATED CONTROL METHOD,5.0
211,479162695,2012.0,,ELECTRIC CIRCUIT FOR CHARGING AT LEAST ONE ELECTRICAL ENERGY STORAGE UNIT BY MEANS OF AN ELECTRICAL NETWORK,7.0
212,479162695,2012.0,,PERIODIC COMMUNICATION METHOD BETWEEN AT LEAST ONE FIRST SYSTEM AND AT LEAST ONE SECOND SYSTEM BY MEANS OF A FULL-DUPLEX SYNCHRONOUS SERIAL LINK,7.0
213,479162695,2012.0,,DETECTION OF A LEAKAGE CURRENT COMPRISING A CONTINUOUS COMPONENT IN A VEHICLE,7.0
214,479162695,2012.0,,ELECTRONIC ASSEMBLY COMPRISING A COMPONENT HAVING A PLURALITY OF HEAT DISSIPATION SURFACES,2.0
215,479162695,2012.0,,COOLANT-SUPPLYING FLANGE FOR A COMPONENT TO BE COOLED AND COMPONENT PROVIDED WITH SUCH A FLANGE,7.0
216,479162695,2013.0,,DISCHARGE VALVE AND ASSOCIATED DEVICE,5.0
217,479162695,2012.0,,VALVE MULTI-LIFT MODULE AND ACTUATION SYSTEM COMPRISING SAID MODULE,4.0
218,479162695,2012.0,,SYSTEM FOR RECOVERING ENERGY IN AN EXHAUST GAS CIRCUIT,7.0
219,479162695,2012.0,,SYSTEM FOR RECOVERING ENERGY FROM AN EXHAUST GAS CIRCUIT,7.0
220,479162695,2012.0,,ENGINE CONTROL VALVE,7.0
221,479162695,2012.0,,ENGINE CONTROL VALVE PROVIDED WITH AN IMPROVED OPENING,7.0
222,479162695,2013.0,,DEVICE AND METHOD FOR FILTERING ELECTROMAGNETIC INTERFERENCE,8.0
223,479162695,2013.0,,"VALVE, IN PARTICULAR FOR A HEAT ENGINE",3.0
224,479162695,2013.0,,FLUID SWITCHING DEVICE FOR A VALVE HAVING AT LEAST THREE PORTS,4.0
225,479162695,2013.0,,FLUID SWITCHING DEVICE FOR A VALVE HAVING AT LEAST THREE PORTS,4.0
226,479162695,2012.0,,"FLUID CIRCULATION VALVE, NOTABLY FOR A MOTOR VEHICLE, AND THERMAL CONDITIONING DEVICE COMPRISING SUCH A VALVE",7.0
227,479162695,2012.0,,DEVICE FOR HEATING AT LEAST ONE COMPONENT OF A VEHICLE,3.0
228,479162695,2012.0,,"VALVE FOR CONTROLLING A FLOW OF FLUID, INCLUDING A ROTARY CLOSURE MEANS",7.0
229,479162695,2013.0,,VOLTAGE CONVERTER AND METHOD FOR CONVERTING VOLTAGE,3.0
230,479162695,2013.0,,METHOD FOR IMPROVING THE ENERGY EFFICIENCY OF A DRIVE SYSTEM,3.0
231,479162695,2013.0,,"VALVE, IN PARTICULAR AN ENGINE CONTROL VALVE, EQUIPPED WITH A METERING GATE AND A DIVERTER GATE",4.0
232,479162695,2013.0,,"VALVE, IN PARTICULAR AN ENGINE CONTROL VALVE, EQUIPPED WITH A METERING GATE AND A DIVERTER GATE",4.0
233,479162695,2013.0,,"VALVE, IN PARTICULAR AN ENGINE CONTROL VALVE, EQUIPPED WITH A METERING GATE AND A DIVERTER GATE",4.0
234,479162695,2013.0,,"VALVE, IN PARTICULAR FOR A HEAT ENGINE",3.0
235,479162695,2013.0,,"VALVE, IN PARTICULAR FOR A HEAT ENGINE",3.0
236,479162695,2013.0,,DISTRIBUTION MODULE FOR DISTRIBUTING AN INLET MIXTURE,4.0
237,479162695,2013.0,,ASSEMBLY FOR AN AIR CIRCUIT OF A HEAT ENGINE,7.0
238,479162695,2013.0,,Method and circuit arrangement for reduction of common mode current,6.0
239,479162695,2013.0,,Method and device for determining the concentration of exhaust gas recirculating at the entrance to the intake distributor of a heat engine,3.0
240,479162695,2013.0,,METHOD FOR CONTROLLING AN ALTERNATOR SUITABLE FOR SUPPLYING ELECTRICITY TO AN ELECTRIC COMPRESSOR CONFIGURED TO COMPRESS THE AIR AT THE INTAKE OF A HEAT ENGINE,3.0
241,479162695,2013.0,,Method for determining the EGR rate in a heat engine,3.0
242,479162695,2013.0,,"VALVE, NOTABLY FOR COMBUSTION ENGINE",5.0
243,479162695,2013.0,,"Rotary drive system, method for controlling an inverter and associated computer program",6.0
244,479162695,2013.0,,FEMALE CONNECTOR WITH CONNECTING BOW AND UNIT COMPRISING SUCH A CONNECTOR,7.0
