,siren,year,type,title,n_patents
73,542066113,2010.0,,Injector and method for injecting a sample into a chromatography column,6.0
74,542066113,2010.0,,Compositions and methods for well treatment,6.0
75,542066113,2010.0,,Compositions and methods for cleaning a wellbore prior to cementing,6.0
76,542066113,2010.0,,WIRELESSLY ACTUATED HYDROSTATIC SET MODULE,3.0
77,542066113,2011.0,,Electrochemical method for altering a composition at a location through an elongate conduit,4.0
78,542066113,2010.0,,DETECTING AND MEASURING A CORING SAMPLE,5.0
79,542066113,2010.0,,PRODUCING HYDROCARBONS FROM OIL SHALE BASED ON CONDITIONS UNDER WHICH PRODUCTION OF OIL AND BITUMEN ARE OPTIMIZED,4.0
80,542066113,2002.0,,Single pump focused sampling,5.0
81,542066113,2010.0,,REAL-TIME FORMATION ANISOTROPY AND DIP EVALUATION USING TRI-AXIAL INDUCTION MEASUREMENTS,3.0
82,542066113,2010.0,,METHOD FOR DETERMINING ROCK FORMATION FLUID INTERACTION PROPERTIES USING NUCLEAR MAGNETIC RESONANCE WELL LOGGING MEASUREMENTS,4.0
83,542066113,2010.0,,INTEGRATED PERMANENT MONITORING SYSTEM,5.0
84,542066113,2010.0,,USE OF REACTIVE SOLIDS AND FIBERS IN WELLBORE CLEAN-OUT AND STIMULATION APPLICATIONS,6.0
85,542066113,2010.0,,Method and apparatus for precise positioning of a borehole measurement instrument,3.0
86,542066113,2010.0,,MEASUREMENT DEVICES WITH MEMORY TAGS AND METHODS THEREOF,3.0
87,542066113,2007.0,,Methods of use for a positive displacement pump having an externally assisted valve,5.0
88,542066113,2010.0,,MECHANICAL TUBE WAVE SOURCES AND METHODS OF USE FOR LIQUID FILLED BOREHOLES,6.0
89,542066113,2010.0,,Downhole acoustic sensing tool and method,4.0
90,542066113,2010.0,,Methods and apparatus for characterization of petroleum fluids and applications thereof,2.0
91,542066113,2010.0,,Autonomous inflow control device and methods for using same,7.0
92,542066113,2010.0,,Virtual flowmeter for a well,5.0
93,542066113,2011.0,,Matrix permittivity determination,4.0
94,542066113,2010.0,,System and method for determining the asphaltene content of crude oil,7.0
95,542066113,2010.0,,DOWNHOLE STATIC POWER GENERATOR,2.0
96,542066113,2010.0,,PERMANENT CABLE FOR SUBMERSIBLE PUMPS IN OIL WELL APPLICATIONS,4.0
97,542066113,2010.0,,PIPELINE WITH INTEGRATED FIBER OPTIC CABLE,4.0
98,542066113,2010.0,,FLOW METER SYSTEM AND METHOD FOR MEASURING AN AMOUNT OF LIQUID IN A LARGELY GASEOUS MULTIPHASE FLOW,5.0
99,542066113,2010.0,,Flow restriction insert for differential pressure measurement,4.0
100,542066113,2010.0,,Modified pulse sequence to estimate properties,8.0
101,542066113,2010.0,,BACTERIAL CONTROL OF WATER BASED FLUIDS DURING SUBSURFACE INJECTION AND SUBSEQUENT RESIDENCE TIME IN THE SUBTERRANEAN FORMATION,3.0
102,542066113,2010.0,,System and method for determining the phase envelope of a gas condensate,6.0
103,542066113,2010.0,,METHODS FOR CHARACTERIZATION OF PETROLEUM RESERVOIRS EMPLOYING PROPERTY GRADIENT ANALYSIS OF RESERVOIR FLUIDS,2.0
104,542066113,2010.0,,AUTOMATIC STAGE DESIGN OF HYDRAULIC FRACTURE TREATMENTS USING FRACTURE HEIGHT AND IN-SITU STRESS,8.0
105,542066113,2010.0,,METHODS FOR RESERVOIR EVALUATION EMPLOYING NON-EQUILIBRIUM COMPOSITIONAL GRADIENTS,5.0
106,542066113,2010.0,,Single well reservoir imaging apparatus and methods,2.0
107,542066113,2010.0,,Determining the larmor frequency for NMR tools,6.0
108,542066113,2010.0,,METHOD FOR MEASURING FRACTIONS OF HYDROCARBON FLUIDS USING OPTICAL SPECTROSCOPY,4.0
109,542066113,2010.0,,"System, apparatus, and method for rapid pump displacement configuration",7.0
110,542066113,2010.0,,System and method for correction of borehole effects in a neutron porosity measurement,7.0
111,542066113,2010.0,,Shunt isolation valve,4.0
112,542066113,2010.0,,Method of subterranean formation treatment,4.0
113,542066113,2010.0,,ELECTROCHEMICAL DEVICES FOR USE IN EXTREME CONDITIONS,7.0
114,542066113,2010.0,,Data set inversion using source-receiver compression,7.0
115,542066113,2010.0,,Apparatus and methods for removing mercury from formation effluents,2.0
116,542066113,2010.0,,Formation testing,6.0
117,542066113,2010.0,,Neutron porosity downhole tool with improved precision and reduced lithology effects,7.0
118,542066113,2010.0,,Method of measuring a multiphase flow,5.0
119,542066113,2010.0,,HETEROGENEOUS PROPPANT PLACEMENT,5.0
120,542066113,2010.0,,SUBTERRANEAN RESERVOIR TREATMENT METHOD,8.0
121,542066113,2010.0,,"POLYMER-BONDED METALLIC ELEMENTS USED AS STRENGTH MEMBERS, AND/OR POWER OR DATA CARRIERS IN OILFIELD CABLES",5.0
122,542066113,2010.0,,ELECTRICAL CABLE WITH OUTER JACKET BONDED FROM CONDUCTOR TO OUTER JACKET,3.0
123,542066113,2010.0,,APPARATUS AND METHOD FOR MONITORING CORROSION AND CRACKING OF ALLOYS DURING LIVE WELL TESTING,2.0
124,542066113,2010.0,,Passive monitoring system for a liquid flow,4.0
125,542066113,2010.0,,TELESCOPING ORIENTATION JOINT,2.0
126,542066113,2010.0,,METHODS FOR UNCONVENTIONAL GAS RESERVOIR STIMULATION WITH STRESS UNLOADING FOR ENHANCING FRACTURE NETWORK CONNECTIVITY,5.0
127,542066113,2010.0,,METHODS FOR HIGH SOLID CONTENT FLUIDS IN OILFIELD APPLICATIONS,7.0
128,542066113,2010.0,,METHOD AND SYSTEM FOR TREATING A SUBTERRANEAN FORMATION,9.0
129,542066113,2010.0,,Smoothing Of Stair-Stepped Geometry In Grids,5.0
130,542066113,2010.0,,METHODS FOR PROVIDING PROPPANT SLUGS IN FRACTURING TREATMENTS,7.0
131,542066113,2010.0,,HYDRAULIC FRACTURING METHOD,7.0
132,542066113,2010.0,,METHOD OF DIAGNOSTICS OF FORMATION HYDRAULIC FRACTURING PROCESSES ON-LINE USING COMBINATION OF TUBE WAVES AND MICROSEISMIC MONITORING,5.0
133,542066113,2004.0,,METHOD AND APPARATUS FOR DEPLOYING AND USING SELF-LOCATING DOWNHOLE DEVICES,4.0
134,542066113,2010.0,,ULTRASONIC TELEMETRY AND POWER TRANSMISSION THROUGH SUBSEA RISER CASING WALL,1.0
135,542066113,2010.0,,MODEL BASED INVERSION OF SEISMIC RESPONSE FOR DETERMINING FORMATION PROPERTIES,4.0
136,542066113,2010.0,,Blending system and method for preparing emulsions,6.0
137,542066113,2010.0,,METHOD FOR FORMING SLOTS IN A WELLBORE CASING,7.0
138,542066113,2010.0,,Detection of seismic signals using fiber optic distributed sensors,5.0
139,542066113,2010.0,,Method and apparatus for logging a wellbore,5.0
140,542066113,2010.0,,System and method for imaging properties of subterranean formations,6.0
141,542066113,2010.0,,METHOD AND APPARATUS FOR USE WITH AN INFLOW CONTROL DEVICE,4.0
142,542066113,2010.0,,METHOD FOR DETERMINING THE STRESS-STRAIN STATE OF A STRATIFIED MEDIUM,2.0
143,542066113,2010.0,,CABLE OR CABLE PORTION WITH A STOP LAYER,6.0
144,542066113,2010.0,,THICKENING OF FLUIDS,2.0
145,542066113,2010.0,,DEGRADABLE MATERIAL FOR DIFFERENT OILFIELD APPLICATIONS,5.0
146,542066113,2010.0,,Determination of conductive formation orientation by making wellbore sonde error correction,8.0
147,542066113,2010.0,,COMPARTMENTALIZED FIBER OPTIC DISTRIBUTED SENSOR,2.0
148,542066113,2010.0,,OIL OPERATED ROTARY STEERABLE SYSTEM,2.0
149,542066113,2010.0,,FLUID SAMPLING TOOL,2.0
150,542066113,2010.0,,GELLED FOAM COMPOSITIONS AND METHODS,8.0
151,542066113,2010.0,,SIDE POCKET BARRIER VALVE GAS LIFT AND MANDREL,5.0
152,542066113,2010.0,,Method of treating a wellbore at high temperature in contact with carbon dioxide,4.0
153,542066113,2010.0,,Multiphase flow in a wellbore and connected hydraulic fracture,4.0
154,542066113,2010.0,,Precision measurements in a fiber optic distributed sensor system,3.0
155,542066113,2010.0,,SYSTEMS AND METHODS FOR COLLECTING ONE OR MORE MEASUREMENTS IN A BOREHOLE,2.0
156,542066113,2010.0,,GAS CUSHION NEAR OR AROUND PERFORATING GUN TO CONTROL WELLBORE PRESSURE TRANSIENTS,2.0
157,542066113,2010.0,,SYSTEM AND METHOD FOR REDUCING VIBRATION IN A FLUID PUMP,5.0
158,542066113,2010.0,,Systems and methods for compressing data and controlling data compression in borehole communication,3.0
159,542066113,2007.0,,High solids content methods and slurries,4.0
160,542066113,2010.0,,DOWNHOLE OIL-WATER-SOLIDS SEPARATION,4.0
161,542066113,2010.0,,BALLISTIC TRANSFER DELAY DEVICE,2.0
162,542066113,2010.0,,HYDRAULIC FRACTURE CHARACTERIZATION USING BOREHOLE SONIC DATA,4.0
163,542066113,2010.0,,System and method for reservoir characterization,7.0
164,542066113,2010.0,,Non basepipe-welded accessory attachment,2.0
165,542066113,2010.0,,Frequency sweeping tubewave sources for liquid filled boreholes,7.0
166,542066113,2010.0,,Microsensor for mercury,5.0
167,542066113,2010.0,,High temperature pothead,3.0
168,542066113,2010.0,,CABLE HAVING STRENGTH MEMBER WITH BONDED POLYMER COATINGS TO CREATE CONTINUOUSLY BONDED JACKETED STRENGTH MEMBER SYSTEM,5.0
169,542066113,2010.0,,System and method for producing high pressure foam slurry,7.0
170,542066113,2004.0,,Dissolvable bridge plug,5.0
171,542066113,2011.0,,A process for modifying an elemental carbon surface,3.0
172,542066113,2011.0,,Derivatization of carbon,3.0
173,542066113,2011.0,,Electrochemical sensors,5.0
174,542066113,2010.0,,METHODS FOR TESTING STIMULATION FLUIDS,2.0
175,542066113,2010.0,,SAND CONTROL WELL COMPLETION METHOD AND APPARUTUS,4.0
176,542066113,2010.0,,Methods for borehole measurements of fracturing pressures,2.0
177,542066113,2010.0,,System and method for conducting operations to subterranean formations,6.0
178,542066113,2010.0,,Downhole sample analysis method,2.0
179,542066113,2010.0,,METHODS FOR COMPLETING MULTI-ZONE PRODUCTION WELLS USING SLIDING SLEEVE VALVE ASSEMBLY,6.0
180,542066113,2010.0,,METHOD FOR PREHEATING AN OIL-SATURATED FORMATION,3.0
181,542066113,2010.0,,METHOD TO PREDICT DENSE HYDROCARBON SATURATIONS FOR HIGH PRESSURE HIGH TEMPERATURE,5.0
182,542066113,2010.0,,DISTRIBUTED FIBER OPTIC SENSOR SYSTEM WITH IMPROVED LINEARITY,4.0
183,542066113,2011.0,,Flow activated sensor assembly,4.0
184,542066113,2010.0,,Real-time fracture detection and fracture orientation estimation using tri-axial induction measurements,4.0
185,542066113,2010.0,,MECHANISM FOR TREATING SUBTERANEAN FORMATIONS WITH EMBEDDED ADDITIVES,4.0
186,542066113,2010.0,,DOWNHOLE DELIVERY OF CHEMICALS WITH A MICRO-TUBING SYSTEM,5.0
187,542066113,2010.0,,Orientable eccentric downhole assembly,4.0
188,542066113,2010.0,,DIVERSION PILL AND METHODS OF USING THE SAME,2.0
189,542066113,2010.0,,Imaging methods and systems for downhole fluid analysis,2.0
190,542066113,2010.0,,METHODS FOR PRODUCING FLUIDS FROM GEOLOGICAL FORMATION,4.0
191,542066113,2011.0,,Compositions and methods for cleaning a wellbore prior to cementing,7.0
192,542066113,2010.0,,Zonal contact with cementing and fracture treatment in one trip,2.0
193,542066113,2010.0,,Electrically driven coiled tubing injector assembly,4.0
194,542066113,2012.0,,Screen apparatus and method,5.0
195,542066113,2010.0,,CABLE COMPONENTS AND METHODS OF MAKING AND USING SAME,5.0
196,542066113,2010.0,,Screen assembly,2.0
197,542066113,2010.0,,Lift-gas optimization with choke control,6.0
198,542066113,2011.0,,METHODS FOR SUPPLYING A CHEMICAL WITHIN A SUBTERRANEAN FORMATION,2.0
199,542066113,2010.0,,TRACER IDENTIFICATION OF DOWNHOLE TOOL ACTUATION,1.0
200,542066113,2010.0,,Erosion tracer and monitoring system and methodology,6.0
201,542066113,2010.0,,SYSTEM AND METHOD RELATED TO A SAMPLING PACKER,6.0
202,542066113,2011.0,,Wireless network discovery and path optimization algorithm and system,5.0
203,542066113,2010.0,,IN-SITU DOWNHOLE X-RAY CORE ANALYSIS SYSTEM,2.0
204,542066113,2010.0,,SEGMENTED RADIATION DETECTOR AND APPARATUS AND METHOD FOR USING SAME,2.0
205,542066113,2010.0,,THICK-FILM RESISTORIZED CERAMIC INSULATORS FOR SEALED HIGH VOLTAGE TUBE ELECTRODES,3.0
206,542066113,2010.0,,Method of Making Progressing Cavity Pumping Systems,4.0
207,542066113,2010.0,,DRUM ASSEMBLY AND METHOD OF ASSEMBLING THE DRUM ASSEMBLY,3.0
208,542066113,2010.0,,APPARATUS AND METHOD FOR REDUCING THE RESIDUAL BENDING AND FATIGUE IN COILED TUBING,4.0
209,542066113,2010.0,,Methods to enhance the productivity of a well,7.0
210,542066113,2010.0,,FORMATE SALTS FOR INCREASED STABILITY OF POLYACRYLAMIDE FLUIDS,4.0
211,542066113,2010.0,,METHODS FOR SERVICING SUBTERRANEAN WELLS,5.0
212,542066113,2010.0,,NEUTRON-GAMMA DENSITY THROUGH NORMALIZED INELASTIC RATIO,4.0
213,542066113,2010.0,,Methods to create high conductivity fractures that connect hydraulic fracture networks in a well,8.0
214,542066113,2010.0,,NEUTRON WELLBORE IMAGING TOOL,2.0
215,542066113,2011.0,,SYSTEM AND METHOD FOR GENERATING FLUID COMPENSATED DOWNHOLE PARAMETERS,4.0
216,542066113,2010.0,,Logging-while-drilling tool incorporating electronic radiation generator and method for using same,6.0
217,542066113,2010.0,,Method for mixing fluids downhole,2.0
218,542066113,2010.0,,Hydrogen sulfide (H2S) detection using functionalized nanoparticles,4.0
219,542066113,2010.0,,Chemical scavenger for downhole chemical analysis,4.0
220,542066113,2010.0,,METHOD AND SYSTEM FOR COUPLING RESERVOIR AND SURFACE FACILITY SIMULATIONS,3.0
221,542066113,2011.0,,ENVIRONMENTAL CORRECTIONS IN NUCLEAR SPECTROSCOPY USING VARIABLE ELEMENT RATIO,6.0
222,542066113,2011.0,,ENVIRONMENTAL CORRECTIONS IN NUCLEAR SPECTROSCOPY USING VARIABLE SHAPE STANDARD,6.0
223,542066113,2010.0,,COLD WEATHER COMPATIBLE CROSSLINKER SOLUTION,3.0
224,542066113,2010.0,,Method to characterize underground formation,5.0
225,542066113,2010.0,,SYSTEM AND METHOD FOR SIMULATING FLUID FLOW IN A FRACTURED RESERVOIR,5.0
226,542066113,2010.0,,'PACKER ASSEMBLY WITH SEALING BODIES',3.0
227,542066113,2010.0,,GAS DETECTION AND QUANTIFICATION METHOD USING A PULSED NEUTRON LOGGING TOOL,6.0
228,542066113,2011.0,,Self-tightening clamps to secure tools along the exterior diameter of a tubing,3.0
229,542066113,2010.0,,METHOD FOR ESTIMATING PROPERTIES OF A SUBTERRANEAN FORMATION,3.0
230,542066113,2010.0,,Triggered polymer viscous pill and methods of using the same,6.0
231,542066113,2010.0,,METHOD FOR COMPUTING WAVEFIELDS,1.0
232,542066113,2010.0,,SAMPLING ASSEMBLY FOR A SINGLE PACKER,6.0
233,542066113,2010.0,,Boron shaped charge,3.0
234,542066113,2010.0,,SAMPLING TOOL WITH DUAL FLOWLINE ARCHITECTURE,6.0
235,542066113,2011.0,,Junction box to secure and electronically connect downhole tools,5.0
236,542066113,2011.0,,Well tool with shearable collet,3.0
237,542066113,2011.0,,Method and apparatus for multi-drop tool control,5.0
238,542066113,2010.0,,Plasma charges,3.0
239,542066113,2010.0,,High pressure high temperature (HPHT) well tool control system and method,2.0
240,542066113,2010.0,,Method and apparatus for completing a multi-stage well,7.0
241,542066113,2008.0,,Remote actuation testing tool for high pressure differential downhole environments,3.0
242,542066113,2012.0,,Method and arrangement for preventing hydrocarbon based depositions,3.0
243,542066113,2011.0,,Apparatus and method for actively balancing impedance of a resistivity measuring tool,2.0
244,542066113,2011.0,,Oilfield apparatus and method comprising swellable elastomers,6.0
245,542066113,2011.0,,METHOD AND APPARATUS FOR DISSIMILAR METAL COMPLETION SYSTEM,2.0
246,542066113,2011.0,,GRAVEL PACKING IN LATERAL WELLBORE,6.0
247,542066113,2011.0,,Fluidic density measurements based on beta particles detection,3.0
248,542066113,2011.0,,Method and device to measure perforation tunnel dimensions,7.0
249,542066113,2012.0,,Faulted geological structures containing unconformities,3.0
250,542066113,2011.0,,METHOD AND APPARATUS FOR SURVEYING WITHOUT DISABLEMENT OF DRILLING FLUID FLOW,1.0
251,542066113,2011.0,,Equipment and methods for deploying line in a wellbore,3.0
252,542066113,2011.0,,Gas sorption analysis of unconventional rock samples,6.0
253,542066113,2008.0,,Diversion by combining dissolvable and degradable particles and fibers,4.0
254,542066113,2011.0,,CHEMICAL INJECTION REGULATION MECHANISM,4.0
255,542066113,2011.0,,High voltage insulating sleeve for nuclear well logging,3.0
256,542066113,2011.0,,THREE-DIMENSIONAL MODELING OF PARAMETERS FOR OILFIELD DRILLING,6.0
257,542066113,2011.0,,SCINTILLATOR-BASED NEUTRON DETECTOR FOR OILFIELD APPLICATIONS,4.0
258,542066113,2011.0,,System and apparatus for modeling the behavior of a drilling assembly,5.0
259,542066113,2011.0,,"Non-aqueous, acid soluble, high-density completion fluids and process",6.0
260,542066113,2011.0,,METHOD AND APPARATUS FOR PROTECTING DOWNHOLE COMPONENTS WITH INERT ATMOSPHERE,3.0
261,542066113,2011.0,,MEAN REGRESSION FUNCTION FOR PERMEABILITY,4.0
262,542066113,2009.0,,Multiscale digital rock modeling for reservoir simulation,4.0
263,542066113,2011.0,,BITUMEN EMULSIONS FOR OILFIELD APPLICATIONS,3.0
264,542066113,2011.0,,HYDROCARBON RECOVERY EMPLOYING AN INJECTION WELL AND A PRODUCTION WELL HAVING MULTIPLE TUBING STRINGS WITH ACTIVE FEEDBACK CONTROL,5.0
265,542066113,2011.0,,SYSTEM FOR LOGGING WHILE RUNNING CASING,2.0
266,542066113,2011.0,,METHODS TO BUILD 3D DIGITAL MODELS OF POROUS MEDIA USING A COMBINATION OF HIGH- AND LOW-RESOLUTION DATA AND MULTI-POINT STATISTICS,4.0
267,542066113,2011.0,,METHOD TO DETERMINE REPRESENTATIVE ELEMENT AREAS AND VOLUMES IN POROUS MEDIA,4.0
268,542066113,2011.0,,PETROGRAPHIC IMAGE ANALYSIS FOR DETERMINING CAPILLARY PRESSURE IN POROUS MEDIA,4.0
269,542066113,2011.0,,"Method and systems for reservoir modeling, evaluation and simulation",3.0
270,542066113,2011.0,,BEARING / GEARING SECTION FOR A PDM ROTOR / STATOR,4.0
271,542066113,2011.0,,Maximum depth of investigation of measurements in a formation,6.0
272,542066113,2011.0,,SYSTEM AND METHOD FOR PERFORMING MICROSEISMIC FRACTURE OPERATIONS,2.0
273,542066113,2011.0,,Controlled release biocides in oilfield applications,5.0
274,542066113,2011.0,,Downhole pressure compensator and method of same,3.0
275,542066113,2011.0,,High flow rate separator having paired coalescer and demister,3.0
276,542066113,2011.0,,PERFORATING GUN AND ARMING METHOD,5.0
277,542066113,2011.0,,METHODS AND COMPOSITIONS TO DELAY VISCOSIFICATION OF TREATMENT FLUIDS,2.0
278,542066113,2011.0,,Variable tool calibration,4.0
279,542066113,2011.0,,Interventionless operation of downhole tool,2.0
280,542066113,2011.0,,METHOD FOR INCREASING BOTTOM-HOLE FORMATION ZONE PERMEABILITY,3.0
281,542066113,2011.0,,CHITOSAN AS BIOCIDE IN OILFIELD FLUIDS,3.0
282,542066113,2011.0,,COMPOSITIONS AND METHODS FOR COMPLETING SUBTERRANEAN WELLS,4.0
283,542066113,2012.0,,COMPOSITIONS AND METHODS FOR COMPLETING SUBTERRANEAN WELLS,4.0
284,542066113,2011.0,,Compositions and methods for completing subterranean wells,5.0
285,542066113,2011.0,,CHEMICAL LINE FLUSH SYSTEMS,2.0
286,542066113,2011.0,,DOWNHOLE SHIFTING TOOL,7.0
287,542066113,2011.0,,DESTRUCTIBLE CONTAINERS FOR DOWNHOLE MATERIAL AND CHEMICAL DELIVERY,7.0
288,542066113,2011.0,,Methods and systems for spurious cancellation in seismic signal detection,4.0
289,542066113,2011.0,,Automatic programmed acquisition using downhole seismic sources,3.0
290,542066113,2011.0,,Apparatus and method for fluid phase fraction determination using X-rays,3.0
291,542066113,2011.0,,Electronics Packaging For High Temperature Downhole Applications,2.0
292,542066113,2011.0,,Probe packer and method of using same,3.0
293,542066113,2011.0,,Detection of gas influx into a wellbore,5.0
294,542066113,2011.0,,METHOD FOR DETERMINATION OF SPATIAL DISTRIBUTION AND CONCENTRATION OF CONTRAST COMPONENTS IN A POROUS AND/OR HETEROGENEOUS SAMPLE,2.0
295,542066113,2011.0,,Controllably releasable shifting tool,4.0
296,542066113,2011.0,,Method for cost effective sampling and characterization of heterogeneous unconventional hydrocarbon regions,4.0
297,542066113,2011.0,,Representing geological objects specified through time in a spatial geology modeling framework,5.0
298,542066113,2012.0,,Electrochemical hydrogen sensor,5.0
299,542066113,2011.0,,Temperature Resistant Downhole Elastomeric Device,2.0
300,542066113,2012.0,,Cement blend compositions,3.0
301,542066113,2010.0,,Cement compositions and methods for well completions,10.0
302,542066113,2010.0,,Logging system and methodology,3.0
303,542066113,2011.0,,"Conduit for a hydrocarbon transport pipeline,related method and system",7.0
304,542066113,2010.0,,Apparatus and method for measuring electrical properties of an underground formation,10.0
305,542066113,2010.0,,Equipment and methods for determining waiting-on-cement time in a subterranean well,8.0
306,542066113,2011.0,,Examining porous samples,4.0
307,542066113,2010.0,,System and method for determining incursion of water in a well,4.0
308,542066113,2010.0,,Electrochemical pH sensor,5.0
309,542066113,2011.0,,Surface communication system for communication with downhole wireless modem prior to deployment,4.0
310,542066113,2011.0,,Longitudinal absorber for downhole tool chassis,3.0
311,542066113,2011.0,,Heterogeneous proppant placement in a fracture with removable extrametrical material fill,6.0
312,542066113,2011.0,,Compositions and methods for well cementing,3.0
313,542066113,2011.0,,Well-based fluid communication control assembly,2.0
314,542066113,2011.0,,GAS INJECTION FOR MANAGED PRESSURE DRILLING,4.0
315,542066113,2011.0,,MODIFIED TRIAXIAL ANTENNA ARRAY,5.0
316,542066113,2011.0,,SULFATE MOLECULE REMOVAL THROUGH INORGANIC OR DIVALENT ION NUCLEI SEEDING,1.0
317,542066113,2011.0,,STATISTICAL ANALYSIS OF COMBINED LOG DATA,2.0
318,542066113,2011.0,,Compositions and methods for well completions,4.0
319,542066113,2011.0,,Downhole ultrasonic transducer and method of making same,5.0
320,542066113,2012.0,,"Mud pulse telemetry devices, systems, and methods",3.0
321,542066113,2011.0,,Methods and systems for obtainin an electrical impedivity and/or resistivity image of a subterranean formation,7.0
